AuthId 3
Tray[28].CategoryName "epic"
Tray[29].Type 1
Tray[29].PowerName "melt_armor"
Tray[29].PowerSetName "flame_mastery"
Tray[29].CategoryName "epic"
Level 49
Inspirations[0].CategoryName "inspirations"
Inspirations[0].PowerSetName "large"
Inspirations[0].PowerName "phenomenal_luck"
Inspirations[1].Col 1
Inspirations[1].CategoryName "inspirations"
Inspirations[1].PowerSetName "small"
Inspirations[1].PowerName "insight"
Inspirations[2].Col 2
Inspirations[2].CategoryName "inspirations"
Inspirations[2].PowerSetName "large"
Inspirations[2].PowerName "robust"
Inspirations[3].Col 3
Inspirations[3].CategoryName "inspirations"
Inspirations[3].PowerSetName "large"
Inspirations[3].PowerName "second_wind"
Inspirations[4].Col 4
Inspirations[4].CategoryName "inspirations"
Inspirations[4].PowerSetName "large"
Inspirations[4].PowerName "robust"
Inspirations[5].Row 1
Inspirations[5].CategoryName "inspirations"
Inspirations[5].PowerSetName "small"
Inspirations[5].PowerName "awaken"
Inspirations[6].Col 1
Inspirations[6].Row 1
Inspirations[6].CategoryName "inspirations"
Inspirations[6].PowerSetName "medium"
Inspirations[6].PowerName "bounce_back"
Inspirations[7].Col 2
Inspirations[7].Row 1
Inspirations[7].CategoryName "inspirations"
Inspirations[7].PowerSetName "medium"
Inspirations[7].PowerName "emerge"
Inspirations[8].Col 3
Inspirations[8].Row 1
Inspirations[8].CategoryName "inspirations"
Inspirations[8].PowerSetName "medium"
Inspirations[8].PowerName "rugged"
Inspirations[9].Col 4
Inspirations[9].Row 1
Inspirations[9].CategoryName "inspirations"
Inspirations[9].PowerSetName "small"
Inspirations[9].PowerName "insight"
Inspirations[10].Row 2
Inspirations[10].CategoryName "inspirations"
Inspirations[10].PowerSetName "small"
Inspirations[10].PowerName "catch_a_breath"
Inspirations[11].Col 1
Inspirations[11].Row 2
Inspirations[11].CategoryName "inspirations"
Inspirations[11].PowerSetName "medium"
Inspirations[11].PowerName "rugged"
Inspirations[12].Col 2
Inspirations[12].Row 2
Inspirations[12].CategoryName "inspirations"
Inspirations[12].PowerSetName "large"
Inspirations[12].PowerName "escape"
Inspirations[13].Col 3
Inspirations[13].Row 2
Inspirations[13].CategoryName "inspirations"
Inspirations[13].PowerSetName "small"
Inspirations[13].PowerName "insight"
Inspirations[14].Col 4
Inspirations[14].Row 2
Inspirations[14].CategoryName "inspirations"
Inspirations[14].PowerSetName "medium"
Inspirations[14].PowerName "rugged"
Inspirations[15].Row 3
Inspirations[15].CategoryName "inspirations"
Inspirations[15].PowerSetName "medium"
Inspirations[15].PowerName "take_a_breather"
Inspirations[16].Col 1
Inspirations[16].Row 3
Inspirations[16].CategoryName "inspirations"
Inspirations[16].PowerSetName "small"
Inspirations[16].PowerName "enrage"
Inspirations[17].Col 2
Inspirations[17].Row 3
Inspirations[17].CategoryName "inspirations"
Inspirations[17].PowerSetName "medium"
Inspirations[17].PowerName "take_a_breather"
Inspirations[18].Col 3
Inspirations[18].Row 3
Inspirations[18].CategoryName "inspirations"
Inspirations[18].PowerSetName "medium"
Inspirations[18].PowerName "keen_insight"
Inspirations[19].Col 4
Inspirations[19].Row 3
Inspirations[19].CategoryName "inspirations"
Inspirations[19].PowerSetName "medium"
Inspirations[19].PowerName "take_a_breather"
Ents2[0].OriginalPrimary "Fire_Blast"
Ents2[0].OriginalSecondary "Fire_Manipulation"
StaticMapId 1
PosX 106.456
PosY -0.57388
PosZ -114.453
SpawnTarget "NewPlayer"
PlayerType 0
Ents2[0].PlayerSubType 0
Ents2[0].PraetorianProgress 0
Ents2[0].RecipeInvBonus 0
Ents2[0].SalvageInvBonus 2
Ents2[0].AuctionInvBonus 1
CurrentAltTray 1
Ents2[0].CurrentAlt2Tray 2
Ents2[0].HelperStatus 3
UiSettings 1073766435
Ents2[0].UiSettings2 268484608
Ents2[0].UiSettings3 -2117599232
Ents2[0].UiSettings4 6
Ents2[0].MapOptions -258
Ents2[0].MapOptions2 14
Ents2[0].MapOptionRevision 4
DateCreated "2012-10-08 16:00:00.000"
LastActive "2012-10-08 16:00:00.000"
Badges[0].Owned "e2b7efbf0dc010e70f0160fd1f7e0c3d111f016803604c000000460000060000010000001000000000000000000004000000801740f81f0000000490c40c111f0000030000000000000000001180ffcf00130000000000e1030000180008000000000000407d00e2030000000000000000000000200008008015005804000c00e8900201030210030000044000000080000010000000440002000800000002a428200101848000000000000005000000000000a000000000000000000000000000000000000000000a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000043e0000000000000000000000000000000000000000000000000000000000000000000000"
